timestamp,Cpu_usage,Memory_usage(bytes),api_server_requests,api_server_requests_lt
2022-05-24 06:25:09,-0.5382857142836723,733630464.0,8.0,0.2436220826577502
2022-05-24 06:40:09,0.5380952381041091,-1277009920.0,-18.0,-0.6664789334777841
2022-05-24 06:55:09,-0.4394262856348323,1577373696.0,11.0,0.4567584024957152
2022-05-24 07:10:09,0.46152152373291067,-1231998976.0,-9.0,-0.35667494393873245
2022-05-24 07:25:09,-0.19447619048546372,696242176.0,-1.0,-0.04879016416943216
2022-05-24 07:40:09,0.2557723362242612,-782966784.0,10.0,0.4054651081081646
2022-05-24 07:55:09,-0.56605805050736,888733696.0,-8.0,-0.3101549283038394
2022-05-24 08:10:09,0.9344761904772536,-208678912.0,-2.0,-0.09531017980432521
2022-05-24 08:25:09,-0.6089523809651514,-79241216.0,0.0,0.0
2022-05-24 08:40:09,-0.11171428570413156,-595148800.0,1.0,0.04879016416943216
2022-05-24 08:55:09,-0.06914285713740043,936538112.0,7.0,0.2876820724517808
2022-05-24 09:10:09,0.37466666666303183,-209305600.0,-6.0,-0.24116205681688774
2022-05-24 09:25:09,-0.19438095238458963,-146857984.0,13.0,0.46430560813109745
2022-05-24 09:40:09,0.20047619047441678,-381812736.0,-17.0,-0.664976303593249
2022-05-24 09:55:09,-0.09342857143021277,218730496.0,2.0,0.10536051565782634
2022-05-24 10:10:09,0.6550826456650309,-69070848.0,0.0,0.0
2022-05-24 10:25:09,-0.7737493123280164,358821888.0,0.0,0.0
2022-05-24 10:40:09,0.18491788975610923,-906911744.0,-2.0,-0.10536051565782634
2022-05-24 10:55:09,-0.25015598498954716,718422016.0,6.0,0.28768207245178123
2022-05-24 11:10:09,0.38276190475693816,-815312896.0,-5.0,-0.2336148511815055
2022-05-24 11:25:09,0.03476190476878038,58298368.0,8.0,0.35139788683788886
2022-05-24 11:40:09,0.08495238094834612,-27508736.0,-2.0,-0.07696104113612856
2022-05-24 11:55:09,-0.08085714285927459,635240448.0,-4.0,-0.17435338714477755
2022-05-24 12:10:09,-0.12114285714591944,-366686208.0,5.0,0.21357410029805912
2022-05-24 12:25:09,-0.34257142857226874,664653824.0,6.0,0.2076393647782444
2022-05-24 12:40:09,0.14466666666502626,-1150935040.0,-4.0,-0.13353139262452274
2022-05-24 12:55:09,-0.03476190475215368,713273344.0,-8.0,-0.33647223662121295
2022-05-24 13:10:09,0.2814340947053324,-195088384.0,-2.0,-0.10536051565782634
2022-05-24 13:25:09,-0.2618769259100837,-113586176.0,3.0,0.1541506798272585
2022-05-24 13:40:09,-0.07336244754837828,842399744.0,6.0,0.2513144282809061
2022-05-24 13:55:09,0.2519957549430334,-629268480.0,-4.0,-0.16034265007517945
2022-05-24 14:10:09,0.626095238097367,756170752.0,12.0,0.41985384556026384
2022-05-24 14:25:09,-0.9949523809543344,-287567872.0,9.0,0.2288415724288475
2022-05-24 14:40:09,0.3699999999975656,149856256.0,-27.0,-0.9509762898620449
2022-05-24 14:55:09,-0.1800000000057711,-627634176.0,3.0,0.1625189294977747
2022-05-24 15:10:09,0.21310061255573665,841695232.0,5.0,0.2231435513142097
2022-05-24 15:25:09,-0.4471958506439222,-1210003456.0,-1.0,-0.04082199452025481
2022-05-24 15:40:09,0.7214285714252497,715587584.0,4.0,0.15415067982725805
