_id,is_managed
cc4a6227-ad47-4d35-942e-9076dc2cfe6c,1
f29ac335-ad0d-4f55-b034-ec644f729116,1
7baa89ce-a41b-4930-866c-a97f9e56055d,1
7e3f3175-1ccb-4d57-8358-372362892a34,1
922521e2-2f57-4763-9bc3-d644c4bf5f09,1
0f8508c0-8da4-4db1-b353-0a5cadb272d0,1
0fd88d41-3ff0-4581-9210-8261552302cd,1
927c1449-effe-4c02-8f65-9eb884083292,1
c34679d2-fbb4-48dd-bf79-b6a30bc7d103,1
83040e8c-a78a-4a49-8b67-2c3ed2a35806,1
186a1977-0b78-4a85-9daa-bf8f51ba4f68,1
f9c66838-d660-4765-a5f3-e1fb6b7f25c8,1
5f1a53eb-bedb-45b7-ac9b-f8401df4b78f,1
6d82ccd9-9ee8-4a3c-aa4d-86fa05adfa4c,1
0c6bb497-defc-4b6b-8323-78114c66b7e6,1
13104213-a747-43e3-986e-b2653c9146f9,1
238f6ffb-63f4-45d6-9346-4770c0715cea,1
35c6818f-2e7b-4969-bb47-f9cfa67d4efd,1
90fa42b9-3131-4228-8aff-08935b5a297c,1
12941880-f3c3-4495-9fb4-80e51a35e34f,1
83605f41-2ff8-4cf3-8939-d6d377968031,1
0b132358-9f46-4122-8e3a-f14b995f800c,1
77f1ce0f-c5a7-44bf-aa86-37fbdf32414f,1
92162a76-80a7-4c98-afec-8b24c385af3a,1
dc0b1a27-3b24-4659-afdb-9880811b615a,1
e8da5841-de82-488d-8eb1-64898d2c827f,1
46d3fe23-31e2-45f7-98ac-6607533ce5e1,1
ec7e4e32-26ec-485b-9051-2bb8b59bd687,1
b6a53647-d6c3-4080-8992-53e2295f9861,1
ba9358c6-f12b-4e56-8fb7-5c11d6e1dadb,1
2b8fefda-f2ca-4d6b-9147-2638a9c3bfdf,1
371132dc-a645-40b5-99b4-614329e70ac0,1
5fa754c9-2552-42f7-aeed-94c893d72300,1
acmqe-clc-auto-iks-kubeconfig,1
f0e591d1-80ec-470f-9327-ae2ec383df2c,1
88ab6979-ced7-4547-92de-799ff36c0494,1
e35d8c86-24cb-433e-99fe-aaf45ad9431d,1
3940d831-0a85-4383-8f5e-5d38b33843f0,1
c1f30011-4746-4fca-a3b8-a538a6298c2e,1
f59dd34a-b415-47a0-9182-2d82caf8a586,1
64f3a819-2e96-4e58-b461-052af56d829d,1
92dd6257-9356-4ee7-bc2a-9ea1427bbb69,1
76a58996-bc3e-43bc-8f5b-8715e068f0bd,1
ffc54739-ae1e-4880-8da2-dd823007edf5,1
7f1419d4-63c8-4417-9b5a-28dfebdefe50,1
a87b3407-30ec-47af-8e81-164f54ed48e7,1
b340b23e-3587-447c-b848-c0717d83280b,1
18d343e8-200c-452b-a2e4-da323cc077b5,1
5e267dc6-b5e6-43f5-a418-52f147b273a0,1
ffbf6516-73ed-4dbe-b627-c1c24f93a190,1
7e912d55-0abb-4d31-a7fb-534239c21b73,1
c195c5eb-1fd5-4c4c-9798-f80b377de1e4,1
ba226170-cc4c-477d-bd3a-4dc712c6afa0,1
ad28e6dd-d4a7-4011-bb8b-b81d536e6725,1
beed5f2c-6095-4bd6-9dbb-822a976c73bf,1
7ab76559-024f-4621-85e8-d79d72a30d83,1
d3d0725b-c95c-4753-9e36-6ae33d8ff051,1
28a1fe45-612c-4434-8a7d-fb2cd6290377,1
c7b40080-27e0-4516-b4c8-01011a410d63,1
d4764533-84a8-4de1-8a4d-2e00f6ba9455,1
6bfb7ada-e9f2-4139-83bf-2c80c672f52f,1
922a262f-cd1c-45fe-a237-5c24684b0ebf,1
33507018-f340-4411-9c0a-9d31db486260,1
212ba94e-9ba5-457f-a0d8-73b3ca41d4b1,1
985bfa14-a9fe-4313-bcd2-268a6cc2bfbc,1
e55d78dc-85c0-459b-889d-bd63e59047ec,1
16cfe79a-c355-406a-be59-16ebba1e5c85,1
3c792b3e-d063-431c-bb8c-593bbff99add,1
78dfc999-252b-4666-89a4-3c8f607d0b89,1
04872bd1-b6ad-45dc-92d5-8444622771e3,1
b5788039-fdc4-4a1f-a897-87019e2c5416,1
541e4ffe-1e74-45da-bd65-d789e0157446,1
fcbf4bed-03ce-4f3d-b504-15ac982f6f67,1
dea47034-03a0-4fa1-a249-f18c62c14a33,1
31abe077-a34f-43b1-ba6a-28e7969993d8,1
60ba4976-ceb1-497f-b404-eed48332d7d4,1
3a291596-3782-45ef-a394-04f622360b4a,1
f51edde0-604e-4521-bac3-4a9c1c2af9f3,1
b82a8768-d7e6-4a5b-abc6-1d466e3f02e2,1
782ee7b7-7cbb-427a-aa51-ea7577dbf4c0,1
d5d2e77f-7d8b-4174-b8da-1b65dfc8b2b1,1
3a363abc-b662-4b85-b0b1-18b77764b9de,1
0b49ad69-86c6-4987-880a-a0c8bfb9b9af,1
5e9eed14-d365-435b-8e85-e393e97bb84b,1
bd394ed4-6c4b-4e13-8dc3-139f29d4599a,1
6b0c4cf6-32a0-4241-a603-2897a2b41923,1
0beefb7f-d2e3-4184-9521-b5aa53dffdad,1
4d349363-dd04-43d4-857d-74ca482261bd,1
237057ba-1832-4b2d-bd83-7028caf0574e,1
35f5f8d8-f173-44e8-ae1f-d3d30b095dab,1
90ad5c29-5aa8-4a86-a67b-5ef05688202c,1
4ef5e64c-3e45-4f5b-a92f-ab72353cb2bb,1
d9e6187b-9910-4710-ad6b-8f33f19df546,1
757f543e-bb1b-432b-807f-d5c6dd3e922d,1
bd46f4d2-5a09-4a97-9607-b3e1a3254d67,1
a1cb155c-379a-41fa-a3b3-d51a8543d9c9,1
456fd7d7-955e-4626-bf61-d7c8493191b0,1
c872b940-6cde-4dff-b676-49ab3e8751d2,1
dfbfe085-d495-4ee2-9c03-b7ed46918b18,1
35665d47-63f8-4a07-afb2-73d9e117d20d,1
5c90aaac-3093-45f8-98ce-6da4347526ac,1
7c849c65-c19d-4942-85aa-2849f3820348,1
9218e13d-525b-466e-9492-4fad8fc75b75,1
4ca0623f-ca1b-4057-a780-3a8abbcab871,1
fecc662a-090c-474a-9b08-9d69219e3d8f,1
0b23b3af-677d-4610-8ffb-000368a364bb,1
5b654a9b-c11a-46ce-8c42-5547713491c9,1
386eec1c-6475-45e4-b247-08f411119243,1
ff43e3f1-3f39-47f5-80ca-cbd450aa9019,1
3dad9f28-dc97-44c7-aeda-107375827ad2,1
f612c3a3-8141-4e03-bf81-606e789aacee,1
6c8e3abf-bf7b-4500-b402-5bae87f36d22,1
4052d5a4-1b23-4450-a22f-acfd985037f4,1
ea74e8da-69d7-428a-8371-ba9526277cbc,1
43b42ece-e429-4162-918a-610d378903c5,1
a7868f1d-3081-4dbf-8d5f-e1b258fae9d4,1
0fc8d19a-0619-4157-bf10-551cee6611cb,1
7845c8b4-efe2-466c-be1a-a321125ba718,1
d8ea56aa-99c3-4239-9669-e925db11a502,1
5d78d6b6-449c-4f88-b090-39546bed3252,1
c8e3806e-6eef-4f0e-9df9-336a56561670,1
e0f0e968-0a1d-4ac8-91ac-ad6759d7baa8,1
bee5147d-af52-41f8-9143-3e9d724fcccc,1
60c9ad7d-7409-4e27-af3f-ed0978105fd6,1
81344aed-c241-48d5-8f79-aac9ae333172,1
4d68ec43-baa2-4c4b-a479-546fdce7740c,1
eef83f80-f25a-4acc-8fe4-6256821bc595,1
7493a3c0-2c42-4542-917b-6e828fad9363,1
7721f29a-653c-4390-8828-6b60e18a266b,1
1243e2a2-f6c7-43ab-b257-9832b11b4fdf,1
646541e7-ef69-4073-bbe9-e0345459d38c,1
e4d0c3a5-89a1-4adc-b2f9-81b4b590c825,1
9c80228b-b0c2-40e0-9ad5-c0f0d194f8d2,1
0715d75e-e480-4f08-920a-65189b8720c7,1
ac0e74cb-0c7d-46e7-bd6b-ae8ee0e9694d,1
0b7a817f-ef1a-41dd-b9c4-22c036b5d097,1
1554395c-3aac-4ebf-a165-56ea8f604dcb,1
ac69ad5a-0d90-4a94-abf7-4a382c5a0795,1
52847187-f2f2-41bb-b537-145cd9f3bbae,1
575f5f53-b5ae-49b2-9fe1-ad8af60259f0,1
7a0d0991-a8e6-4720-8658-f9a747e2f273,1
14c0ed0b-7de1-448b-82bb-7fd787aa2f4c,1
ba4fb9a1-2056-4325-aa23-3a3f477f41bf,1
ce9e653b-d93d-4125-b59a-89aa3007e0c9,1
6fbd2a1b-6c09-4cef-b167-379d7f77a184,1
7c0c75aa-4d79-4a72-aee0-729b1d38aa56,1
d91a6526-0b02-4838-8f28-517c44c1d431,1
68bc3481-2cf2-4891-98f3-c1c40953b487,1
2dec04c4-b8f6-4177-9615-8b5c40d6ba6c,1
80dffc27-5689-4892-a099-8d1caa0ad1ba,1
ab9f2610-3848-47d0-b24e-272fb3af9ff8,1
b5b37f78-a3ea-44f6-9088-a0e38047e400,1
d659a2e0-91d0-4e07-a8db-291f359e7fb5,1
80287ea5-c23a-4886-a5d0-300f7e5cc458,1
129206a9-b9a6-42db-8696-551a48538e38,1
b6eeae89-12bd-44ca-b715-30201f68a462,1
742ee617-d550-4670-a369-9b80d6514098,1
ef3be069-ef48-4a9b-9c64-2a112d628e07,1
f77aad25-ce1d-4726-87d6-7c40aedf418c,1
8ed6f48b-587e-44b8-9edb-f5b8b96cf88f,1
c069e6d6-505d-4ff8-bf97-1a0723ac9cd1,1
8f65383c-2b8c-44e9-b2bb-16a2c33ab05c,1
03fc44f9-de7c-4174-92ea-1169c3177f54,1
21868e63-0773-42f0-b5b0-8a8652b5c552,1
174ec865-ecca-4b10-9a52-91dc0aaea92b,1
44dcbd8f-e5aa-4539-8a4a-96f677cebcea,1
e7c0e100-6360-41e2-9f30-71c16ef9bc66,1
57aca375-3d25-43a6-988e-f90af715ce3d,1
8bb36c0b-2acc-4bb8-9af8-8736ec5ff0cb,1
07b60422-76e0-42b8-aab3-ebe28e02e196,1
3feca9f7-9f1c-4a90-975c-2e5a4533e49d,1
0125d4bc-5454-4958-9c75-71614962a2d2,1
9fe4bc66-f7a3-48b6-b534-4f2c8939607a,1
e8ecd00c-2fee-4b22-957e-a7ca399f6698,1
18422db7-4076-47ba-bc0d-a125fc2d959d,1
94ea62db-3fa9-43be-9176-efe4a98b3bd9,1
c6c16670-4a0d-4d10-84bd-a0cc1ad01eab,1
e36594c7-191b-4c63-b449-981eaeb62e40,1
7c6ccb80-5fd7-4854-8992-4abb481f07fd,1
2985ac26-0b12-4e4b-8c67-3187eb57a7f4,1
7b9aa65b-908f-4ab2-8767-976a5a48baaf,1
7af2fd34-b565-4830-ac5f-cf973e5799b8,1
378cecad-97a4-4855-820f-5b9e298828e0,1
aeb77716-63b6-4a1d-8bd6-6daa1f7b145b,1
d677134e-af7a-456b-8b95-3dc406b08315,1
527a6528-4cc2-4a44-8ee3-698df721a5b7,1
9788830b-455c-4c8b-9a81-cda387cd79ec,1
c580176c-f830-4bfe-9917-f498f0dddcd0,1
5bc6f88c-8f67-44df-8824-2c18d39d5a66,1
fccc0457-7ba1-465e-8847-b981bbe70894,1
38d96a1c-08d7-472f-b4f1-3a319b6ea329,1
43322727-5d6f-463b-93a4-aaa3bbea8344,1
b52e9217-9e2f-4c90-95de-63026b2670d4,1
064980a7-701f-44d3-8a7c-343345f146bb,1
ecb6b13b-c518-4fd8-b0fa-9339bd26625a,1
19066ccc-233a-453e-a227-5136c10a5d57,1
178c8b4b-6325-42e5-a640-ae43f86fc111,1
d47a2400-cdc9-4065-967e-2970c1ac3843,1
6ae5709b-bb1f-4feb-b89e-d8ebe93c0a3b,1
0fffcbbb-be41-49ea-85a2-432ec8ab7e29,1
b9702ee9-b5a3-4ea0-8ba0-c46376377fc7,1
536a1e23-49f2-408e-b612-ecd929722fe5,1
3cc8a080-e8b3-40be-8611-ad98cbab6cce,1
d73169e4-5085-460e-a558-b0837a74cfe9,1
698a32e1-3972-4d89-9870-25b0e56eee12,1
fb2902ca-21e1-40b0-a152-d3e6caf6b30c,1
ffd3595f-0974-4b3c-950a-e0999d833c30,1
61d07dca-d0f8-4915-a7bb-d75f602fcbe2,1
9c8d29da-4470-482d-a617-b51545acfa34,1
0587325b-0633-40ab-8454-93a9ab862a01,1
a6d0854c-5631-4184-88a7-c809e4aec19a,1
e52fb90c-0758-452a-8e21-db14cae67366,1
3a37344f-f6ab-4589-9396-7195e29f17e6,1
558e19a3-124c-4284-be81-087cba5b2ac3,1
d7c403a5-327d-403e-ab13-18ba92ef1c24,1
fbff7668-891e-4085-9b0e-5e3b68bc266a,1
2cfc0249-5993-4182-b8d8-98e293b2c60c,1
49f07253-9f19-4e07-b426-3c5409c8ed6c,1
be6321c6-63dd-4e78-a91e-e4b15ebb4ccb,1
d6ef7d7a-a37d-46a9-a570-8d6002356000,1
14b92f3a-4b72-47d1-8203-1fdef0b2cbc4,1
d806a9da-6a63-4ede-856f-d6158a24de6c,1
78f4682b-8a3c-4f87-a123-dd87fec68229,1
ab7c85a1-6716-4c3a-ad70-1daa42fda360,1
1f810867-9237-4c1f-8f0b-6be8573ef628,1
8e30f5ac-8d32-4a11-81b0-015e2d1de40c,1
bca2aa9e-01ae-4c02-a8c2-dde6d4052f70,1
2b6d40e0-79fe-4a4e-ae34-5fd6226a0492,1
a6b6afe5-efb3-4ea8-b174-59c7c3252116,1
680801b6-bce5-4a0e-9cd4-6da54b08f683,1
e5b52884-806a-4c61-8809-158a27b0093a,1
657dd505-4dfd-420d-9c92-ad23310c48ac,1
d17e4268-7e04-47b5-ae64-f8bfa6a57282,1
8bcc855c-259f-46fd-adda-485ef99f2438,1
aa62be13-5eef-4e07-b351-d31bb8feda3f,1
cicd-aap-aas-azure-eastus2,1
478093ae-b2d9-4975-a1cf-869f318a82f3,1
00a78451-95f1-444f-bdca-aa2e165a0087,1
90ed2a26-a765-46cc-98c9-422af6d83875,1
165917e9-e11d-47b5-b1c1-cb273622b1b8,1
26cf94dc-54c8-43f2-9a64-bda5678558b5,1
d36b4a5e-4dba-4423-a636-955cd522d19f,1
6222b7aa-55ac-44a2-8bc7-d55fc80e7a03,1
996561ff-fa83-43e7-aad9-848f25ea8f97,1
35a7c08d-3a77-4f0b-941a-4bc147272e22,1
b6664872-b3b0-473f-9aa0-7cdc5ab2c9b1,1
8797887d-9695-443d-af4a-cb92f501df51,1
2a6b0ad6-f73d-4f33-8150-d38c3e70f542,1
7b31d031-93b9-490a-8684-d65023231486,1
a728ad14-3290-454c-aec8-ecf68f6dc638,1
b1146682-e438-4d7f-8647-1c4f8a669dda,1
293326a8-5d1a-4415-8d91-b63001d1f7bd,1
e83d0b7d-2d3d-42fc-9319-b0103192de87,1
48b3210f-7e5d-4479-8153-3ad9e1715c53,1
527a05f3-3377-48d3-8f57-abe51b2407be,1
7137d713-bba7-4d06-8dff-8bcb92e705c5,1
684656aa-d253-486b-877c-868ba52a7e93,1
bf8d05a8-f663-4ee2-889a-d7f5137f1b89,1
2dc0b615-d600-45be-b9ed-517811f7e665,1
51c72ec2-46ab-4d78-b9a0-c483185a4026,1
3c944fbb-010a-4140-bed3-09a189304ceb,1
d9a63def-0c8e-48af-b990-18eff0122ca5,1
05202015-5a9b-4f0a-95cd-6aaa896f2e3d,1
03970291-10a5-402a-9595-f09f9e2f067b,1
bc0f0313-44db-4324-a302-8b4abf7d5a48,1
e190a1c2-1c13-49b1-a583-3459892ea2fa,1
2db1486e-01f3-4bd2-a549-0da4b0056493,1
8a456808-cda3-43b8-91cb-544f4030cadd,1
a06f9660-55bf-434f-8352-87ef131ca30d,1
daf06395-6e9d-4866-a1c1-1508418f650e,1
03617d0d-fce5-4854-aa46-cb3cc477f854,1
19d4653b-c149-4681-800d-d25bf83943ea,1
53dc031b-ac44-4ae3-bdfd-4db1f664a3b8,1
e78bf33d-dc2f-463a-a889-85cde6e405dd,1
eb237e22-cda3-49f9-a241-76ff619ed1de,1
myaks,1
46a00014-cd07-4466-b5f6-e7363c7aa4a5,1
032eb174-7e5d-42e6-b6e8-baf7398a0215,1
005fc9c7-3a49-4ac1-84fb-bfb42917f45f,1
016bbb29-6723-4c9d-a592-cb1d109c7e31,1
8e8d02d4-54c6-413e-b3c3-5a4076d1b820,1
a899cbea-b830-4192-9cf2-69f05a422f06,1
912eabd0-258a-4b55-8e69-f9ee87140e30,1
96cab83f-88e4-464e-8ec0-d28e56070d70,1
72e7d664-c5ce-430c-92f0-36ed2a7304a6,1
26fb724f-a8f9-4195-9384-1df2744ee779,1
a8fcc1cd-d204-49a0-bf50-2fed43d3fa6e,1
56be2f0a-e33b-408b-be31-9b153af1ccfc,1
4dbd9e8d-839f-4ab9-a65f-b596085d36ab,1
f1eb1553-d958-4009-86a4-f8bd153efa07,1
8a13ed95-18f2-4489-9269-4505900b0b73,1
0fd2781e-5a09-407a-87c0-cabf0349d240,1
89854800-e83b-408c-a532-408b2d572abd,1
8988a3e3-d058-4cc6-a4e7-9f487cebcee2,1
ff33ca11-042c-482f-952c-edf9f028e613,1
5dc44635-6068-487b-b6da-a9113415ae43,1
5ba987ec-2537-4229-bc98-1910a50ce9cc,1
7fa27254-44a3-4438-a3bb-cddd1f910678,1
f9aeab8f-fc58-4e14-8f78-3e1a73835889,1
5c33f4c2-cf69-4aa9-832f-6700ab28bd49,1
a4675c48-6551-461c-ad2f-d92ecc361d53,1
966d117b-e402-4574-be19-bcd8a662e5ca,1
a1837046-278e-454f-92be-f58b003cbb92,1
1e2be750-5c0c-44c4-80f6-40ec3cc7dc35,1
68e11ab2-2403-4a35-b459-4b58d4e4dc4e,1
e7f67d82-7a6d-43db-8d40-a9de22c3953d,1
860175f8-ba41-4f67-94df-a234270651b9,1
6f0d7689-31a9-482d-94b0-235c66a04a4a,1
dba56c2a-2af2-457b-a0c1-666d94dced16,1
d9235c95-8206-4c6a-ba36-159a700ef27a,1
37a84397-f986-468d-8220-2a94249b07b8,1
f0cfc6dd-8fc9-4b16-8e4f-b392b28c7557,1
4443ff0e-a593-4278-abf9-5ac6d60b47b9,1
9c189ecb-eb14-45e5-b2c1-357d2f82f373,1
e234e89f-0b93-4f0a-b25c-b8c935b0315f,1
d0a7e34e-8613-4f05-a667-e49d9e9cd540,1
5a92243c-3e8e-45fb-bda9-2c5ac2717d6b,1
bd4bb8b7-82a0-4ec3-808f-e7b6afa49ac4,1
e57e7321-cf20-401c-aaf6-29a9740ed716,1
526b16ba-aebd-476a-be41-40b0f86d41b8,1
80112142-a530-4fec-92fb-dffaec452635,1
ed8c243b-d789-4c9d-ba9d-1eaacc689c7b,1
4916e30f-122a-45a2-9e81-a7c59ec8ba51,1
