,cluster,prometheus,prometheus_replica,_sample_start,_sample_end,_min_time,_max_time,_count,_sum,_min,_max
338,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 18:30:00,2022-06-02 18:45:00,2022-06-02 18:30:20,2022-06-02 18:44:50,30,206.49741721424658,6.438912911277528,7.616095238099143
339,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 18:45:00,2022-06-02 19:00:00,2022-06-02 18:45:20,2022-06-02 18:59:50,30,205.38720116808298,6.388190476199434,7.330857142859275
340,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 19:00:00,2022-06-02 19:15:00,2022-06-02 19:00:20,2022-06-02 19:14:50,30,211.96045553909147,6.627238095245726,7.35350046649499
341,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 19:15:00,2022-06-02 19:30:00,2022-06-02 19:15:20,2022-06-02 19:29:50,30,207.7442423073315,6.496857142858652,7.261333333328366
342,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 19:30:00,2022-06-02 19:45:00,2022-06-02 19:30:20,2022-06-02 19:44:50,30,206.18053075356258,6.522285714284297,7.234666666670129
343,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 19:45:00,2022-06-02 20:00:00,2022-06-02 19:45:20,2022-06-02 19:59:50,30,205.70006927221095,6.430666666659752,7.268259466090374
344,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 20:00:00,2022-06-02 20:15:00,2022-06-02 20:00:20,2022-06-02 20:14:50,30,212.65728236394926,6.682818401930927,7.957142857133991
345,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 20:15:00,2022-06-02 20:30:00,2022-06-02 20:15:20,2022-06-02 20:29:50,30,197.09474598936714,6.222095238102514,7.293120893765316
346,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 20:30:00,2022-06-02 20:45:00,2022-06-02 20:30:20,2022-06-02 20:44:50,30,195.36104761898702,6.219238095236057,6.952476190471847
347,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 20:45:00,2022-06-02 21:00:00,2022-06-02 20:45:20,2022-06-02 20:59:50,30,195.09123372149463,6.221714285714554,6.755561983876552
348,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 21:00:00,2022-06-02 21:15:00,2022-06-02 21:00:20,2022-06-02 21:14:50,30,203.2311949334201,6.37400000000018,7.636476190474683
349,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 21:15:00,2022-06-02 21:30:00,2022-06-02 21:15:20,2022-06-02 21:29:50,30,196.07704200687616,6.166857142870628,6.89542857143097
350,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 21:30:00,2022-06-02 21:45:00,2022-06-02 21:30:20,2022-06-02 21:44:50,30,203.4652585293457,6.500952380953273,7.249428571430259
351,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 21:45:00,2022-06-02 22:00:00,2022-06-02 21:45:20,2022-06-02 21:59:50,30,205.62121423534668,6.58752380951441,7.130952380956819
352,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 22:00:00,2022-06-02 22:15:00,2022-06-02 22:00:20,2022-06-02 22:14:50,30,206.40677240593988,6.390380952385301,7.461714285709677
353,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 22:15:00,2022-06-02 22:30:00,2022-06-02 22:15:20,2022-06-02 22:29:50,30,195.8034041381518,6.232285714291393,6.8759999999998245
354,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 22:30:00,2022-06-02 22:45:00,2022-06-02 22:30:20,2022-06-02 22:44:50,30,192.03948979861627,6.14866666666321,6.669999999989803
355,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 22:45:00,2022-06-02 23:00:00,2022-06-02 22:45:20,2022-06-02 22:59:50,30,194.33966726384412,6.094380952382373,6.842952380945821
356,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 23:00:00,2022-06-02 23:15:00,2022-06-02 23:00:20,2022-06-02 23:14:50,30,202.9467313130474,6.209404877580697,7.941904761906095
357,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 23:15:00,2022-06-02 23:30:00,2022-06-02 23:15:20,2022-06-02 23:29:50,30,191.97993284770575,5.912761904769358,6.7850476190514355
358,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 23:30:00,2022-06-02 23:45:00,2022-06-02 23:30:20,2022-06-02 23:44:50,30,193.26804471952724,6.089999999990692,6.670952380947505
359,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-02 23:45:00,2022-06-03 00:00:00,2022-06-02 23:45:20,2022-06-02 23:59:50,30,191.70355541827246,6.0456190476238385,6.701238095217075
360,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 00:00:00,2022-06-03 00:15:00,2022-06-03 00:00:20,2022-06-03 00:14:50,30,198.06844875535936,6.076761904773527,7.0918367969018155
361,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 00:15:00,2022-06-03 00:30:00,2022-06-03 00:15:20,2022-06-03 00:29:50,30,191.45804239417444,6.031809523812541,6.701238095232595
362,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 00:30:00,2022-06-03 00:45:00,2022-06-03 00:30:20,2022-06-03 00:44:50,30,194.1673058533615,6.099428571428042,7.175238095239429
363,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 00:45:00,2022-06-03 01:00:00,2022-06-03 00:45:20,2022-06-03 00:59:50,30,192.51198111044963,6.0431428571386885,6.959809523818664
364,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 01:00:00,2022-06-03 01:15:00,2022-06-03 01:00:20,2022-06-03 01:14:50,30,197.3910007961304,5.962190476192962,7.004190476187727
365,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 01:15:00,2022-06-03 01:30:00,2022-06-03 01:15:20,2022-06-03 01:29:50,30,191.27421322064433,5.9281904761901245,6.848380952379445
366,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 01:30:00,2022-06-03 01:45:00,2022-06-03 01:30:20,2022-06-03 01:44:50,30,190.76439384435682,6.011333333337238,6.726190476179392
367,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 01:45:00,2022-06-03 02:00:00,2022-06-03 01:45:20,2022-06-03 01:59:50,30,193.30081464414485,6.1020000000063,6.940857142859719
368,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 02:00:00,2022-06-03 02:15:00,2022-06-03 02:00:20,2022-06-03 02:14:50,30,195.63398702873604,5.917428571429284,7.31638095237847
369,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 02:15:00,2022-06-03 02:30:00,2022-06-03 02:15:20,2022-06-03 02:29:50,30,188.75441232888554,5.885809523811832,6.618761904757204
370,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 02:30:00,2022-06-03 02:45:00,2022-06-03 02:30:20,2022-06-03 02:44:50,30,191.5547118436595,5.927714285711275,6.752952380955134
371,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 02:45:00,2022-06-03 03:00:00,2022-06-03 02:45:20,2022-06-03 02:59:50,30,191.33423097179067,5.976761904751354,6.911333333335022
372,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 03:00:00,2022-06-03 03:15:00,2022-06-03 03:00:20,2022-06-03 03:14:50,30,198.95829867268756,6.151428571432122,7.366095238094707
373,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 03:15:00,2022-06-03 03:30:00,2022-06-03 03:15:20,2022-06-03 03:29:50,30,193.31587933375837,6.0049315301862904,6.761142857148803
374,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 03:30:00,2022-06-03 03:45:00,2022-06-03 03:30:20,2022-06-03 03:44:50,30,194.98100051561914,6.0491428571464985,7.454285714280839
375,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 03:45:00,2022-06-03 04:00:00,2022-06-03 03:45:20,2022-06-03 03:59:50,30,192.5819714457681,5.930666666666401,6.936000000004705
376,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 04:00:00,2022-06-03 04:15:00,2022-06-03 04:00:20,2022-06-03 04:14:50,30,198.15856333220307,6.195999999996277,7.360285714284208
377,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 04:15:00,2022-06-03 04:30:00,2022-06-03 04:15:20,2022-06-03 04:29:50,30,192.4956424709095,6.114380952376608,6.651428571432122
378,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 04:30:00,2022-06-03 04:45:00,2022-06-03 04:30:20,2022-06-03 04:44:50,30,187.7790260723184,5.837047619046647,6.668376940108284
379,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 04:45:00,2022-06-03 05:00:00,2022-06-03 04:45:20,2022-06-03 04:59:50,30,192.94827938034203,5.999047619048955,7.410761904758628
380,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 05:00:00,2022-06-03 05:15:00,2022-06-03 05:00:20,2022-06-03 05:14:50,30,206.93502967883117,6.107999999998585,8.989189265408577
381,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 05:15:00,2022-06-03 05:30:00,2022-06-03 05:15:20,2022-06-03 05:29:50,30,193.9897539646649,6.166952380941561,6.814285714290153
382,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 05:30:00,2022-06-03 05:45:00,2022-06-03 05:30:20,2022-06-03 05:44:50,30,191.59455949363905,6.031333333331476,6.982857142865573
383,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 05:45:00,2022-06-03 06:00:00,2022-06-03 05:45:20,2022-06-03 05:59:50,30,188.0836201880913,5.987523809523282,6.519428571422278
384,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 06:00:00,2022-06-03 06:15:00,2022-06-03 06:00:20,2022-06-03 06:14:50,30,193.66958169804386,5.979999999996897,6.9312380952383625
385,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 06:15:00,2022-06-03 06:30:00,2022-06-03 06:15:20,2022-06-03 06:29:50,30,188.61576770773084,5.803333333332006,6.621737461867683
386,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 06:30:00,2022-06-03 06:45:00,2022-06-03 06:30:20,2022-06-03 06:44:50,30,188.73843959599668,5.925428571430082,6.833714285710208
387,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 06:45:00,2022-06-03 07:00:00,2022-06-03 06:45:20,2022-06-03 06:59:50,30,189.9979393169998,5.8960952380783,6.629142857156697
388,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 07:00:00,2022-06-03 07:15:00,2022-06-03 07:00:20,2022-06-03 07:14:50,30,206.1351623345768,6.1780952381014504,8.348571428572319
389,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 07:15:00,2022-06-03 07:30:00,2022-06-03 07:15:20,2022-06-03 07:29:50,30,188.52295238091398,5.875238095243862,6.532095238096305
390,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 07:30:00,2022-06-03 07:45:00,2022-06-03 07:30:20,2022-06-03 07:44:50,30,188.89364089583103,6.031904761905651,6.582999523853986
391,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 07:45:00,2022-06-03 08:00:00,2022-06-03 07:45:20,2022-06-03 07:59:50,30,189.20875531867404,5.955999999994504,6.751047619041945
392,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 08:00:00,2022-06-03 08:15:00,2022-06-03 08:00:20,2022-06-03 08:14:50,30,194.85855146583125,5.9990476190489535,7.248095238097906
393,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 08:15:00,2022-06-03 08:30:00,2022-06-03 08:15:20,2022-06-03 08:29:50,30,190.396758405127,5.9559047619058285,6.650857142860161
394,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 08:30:00,2022-06-03 08:45:00,2022-06-03 08:30:20,2022-06-03 08:44:50,30,189.70706236151284,5.996571428590414,6.658765940075055
395,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 08:45:00,2022-06-03 09:00:00,2022-06-03 08:45:20,2022-06-03 08:59:50,30,190.09473241944323,5.967523809526828,6.722476190474951
396,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 09:00:00,2022-06-03 09:15:00,2022-06-03 09:00:20,2022-06-03 09:14:50,30,197.59429556049574,6.18848882314583,7.198285714290772
397,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 09:15:00,2022-06-03 09:30:00,2022-06-03 09:15:20,2022-06-03 09:29:50,30,193.703669321271,6.027238095239074,6.752476190471845
398,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 09:30:00,2022-06-03 09:45:00,2022-06-03 09:30:20,2022-06-03 09:44:50,30,190.81488902519288,6.053238095236678,6.607904761896603
399,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 09:45:00,2022-06-03 10:00:00,2022-06-03 09:45:20,2022-06-03 09:59:50,30,190.2803276675134,6.010190163281345,6.737904761902369
400,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 10:00:00,2022-06-03 10:15:00,2022-06-03 10:00:20,2022-06-03 10:14:50,30,196.6709348502905,6.052571428573827,7.197619047612399
401,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 10:15:00,2022-06-03 10:30:00,2022-06-03 10:15:20,2022-06-03 10:29:50,30,188.6506323609728,6.138761904766962,6.55219047619917
402,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 10:30:00,2022-06-03 10:45:00,2022-06-03 10:30:20,2022-06-03 10:44:50,30,192.86954538709816,6.077238095241292,6.692811151202673
403,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 10:45:00,2022-06-03 11:00:00,2022-06-03 10:45:20,2022-06-03 10:59:50,30,190.7782155832522,5.855142857140999,6.725904761897847
404,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 11:00:00,2022-06-03 11:15:00,2022-06-03 11:00:20,2022-06-03 11:14:50,30,199.1589560465548,6.007128975536426,7.2841358927061854
405,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 11:15:00,2022-06-03 11:30:00,2022-06-03 11:15:20,2022-06-03 11:29:50,30,194.55797690577904,6.046095238098255,6.880892651609433
406,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 11:30:00,2022-06-03 11:45:00,2022-06-03 11:30:20,2022-06-03 11:44:50,30,201.53718734402858,6.228857142850758,7.344761904750376
407,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 11:45:00,2022-06-03 12:00:00,2022-06-03 11:45:20,2022-06-03 11:59:50,30,196.84791466658882,6.171238095240137,6.996032139082717
408,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 12:00:00,2022-06-03 12:15:00,2022-06-03 12:00:20,2022-06-03 12:14:50,30,198.86502091820645,6.156190476194028,7.214761904764568
409,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 12:15:00,2022-06-03 12:30:00,2022-06-03 12:15:20,2022-06-03 12:29:50,30,202.37393756485625,6.104666666668798,7.760857142851733
410,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 12:30:00,2022-06-03 12:45:00,2022-06-03 12:30:20,2022-06-03 12:44:50,30,195.31499904412814,6.08876190476031,6.82239624870977
411,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 12:45:00,2022-06-03 13:00:00,2022-06-03 12:45:20,2022-06-03 12:59:50,30,199.9476644989886,6.19780952380305,7.083238941529741
412,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 13:00:00,2022-06-03 13:15:00,2022-06-03 13:00:20,2022-06-03 13:14:50,30,207.36294046054323,6.299619047609826,7.3753440717340855
413,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 13:15:00,2022-06-03 13:30:00,2022-06-03 13:15:20,2022-06-03 13:29:50,30,206.76703847471077,6.404050015100015,7.517523809522393
414,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 13:30:00,2022-06-03 13:45:00,2022-06-03 13:30:20,2022-06-03 13:44:50,30,195.37924756998478,6.0786666666645415,7.010571428576841
415,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 13:45:00,2022-06-03 14:00:00,2022-06-03 13:45:20,2022-06-03 13:59:50,30,195.20857142860166,6.099047619046733,6.841333333325262
416,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 14:00:00,2022-06-03 14:15:00,2022-06-03 14:00:20,2022-06-03 14:14:50,30,199.0344375829548,6.177428571436378,7.379809523810678
417,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 14:15:00,2022-06-03 14:30:00,2022-06-03 14:15:20,2022-06-03 14:29:50,30,193.92147260219213,6.114500981602392,6.945333333337858
418,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 14:30:00,2022-06-03 14:45:00,2022-06-03 14:30:20,2022-06-03 14:44:50,30,195.87291072581453,6.134666666667913,7.003238095245547
419,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 14:45:00,2022-06-03 15:00:00,2022-06-03 14:45:20,2022-06-03 14:59:50,30,202.03069294645388,6.181714285708346,7.9107619047719275
420,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 15:00:00,2022-06-03 15:15:00,2022-06-03 15:00:20,2022-06-03 15:14:50,30,202.30133297284914,6.341238095241025,7.091428571418373
421,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 15:15:00,2022-06-03 15:30:00,2022-06-03 15:15:20,2022-06-03 15:29:50,30,213.61692115157692,6.148380952381663,8.88933476707835
422,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 15:30:00,2022-06-03 15:45:00,2022-06-03 15:30:20,2022-06-03 15:44:50,30,204.7943239024738,6.247328642047184,8.252285714278974
423,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 15:45:00,2022-06-03 16:00:00,2022-06-03 15:45:20,2022-06-03 15:59:50,30,196.8011318539396,6.224323538650935,6.86342857142334
424,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 16:00:00,2022-06-03 16:15:00,2022-06-03 16:00:20,2022-06-03 16:14:50,30,198.2726109000767,6.30419047617886,6.831428571426798
425,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 16:15:00,2022-06-03 16:30:00,2022-06-03 16:15:20,2022-06-03 16:29:50,30,195.0681075376374,6.146095238093821,6.863428571441079
426,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 16:30:00,2022-06-03 16:45:00,2022-06-03 16:30:20,2022-06-03 16:44:50,30,193.66112257330613,6.132380952371198,6.818666666666314
427,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 16:45:00,2022-06-03 17:00:00,2022-06-03 16:45:20,2022-06-03 16:59:50,30,194.34868775206075,6.025047619053209,6.7589523809496335
428,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 17:00:00,2022-06-03 17:15:00,2022-06-03 17:00:20,2022-06-03 17:14:50,30,199.51620181451023,6.183428571428662,7.4780952380881445
429,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 17:15:00,2022-06-03 17:30:00,2022-06-03 17:15:20,2022-06-03 17:29:50,30,192.46957617494127,6.015904761897403,6.774761904765013
430,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 17:30:00,2022-06-03 17:45:00,2022-06-03 17:30:20,2022-06-03 17:44:50,30,192.46153843990135,6.138749827884515,6.765238095238985
431,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 17:45:00,2022-06-03 18:00:00,2022-06-03 17:45:20,2022-06-03 17:59:50,30,193.53635197213094,6.139809523806688,6.736095238097814
432,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 18:00:00,2022-06-03 18:15:00,2022-06-03 18:00:20,2022-06-03 18:14:50,30,198.71007011497593,6.231047619043275,7.0025913142501555
433,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 18:15:00,2022-06-03 18:30:00,2022-06-03 18:15:20,2022-06-03 18:29:50,30,193.64502354918307,6.126285714285807,6.7986755331074065
434,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 18:30:00,2022-06-03 18:45:00,2022-06-03 18:30:20,2022-06-03 18:44:50,30,196.41494586249922,6.2004761904744194,6.976857142862201
435,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 18:45:00,2022-06-03 19:00:00,2022-06-03 18:45:20,2022-06-03 18:59:50,30,195.8131791790926,6.146761904752239,6.91361904761843
436,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 19:00:00,2022-06-03 19:15:00,2022-06-03 19:00:20,2022-06-03 19:14:50,30,205.29146773084943,6.339904761913103,7.719238095240493
437,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 19:15:00,2022-06-03 19:30:00,2022-06-03 19:15:20,2022-06-03 19:29:50,30,195.47030379616987,6.166190476181164,6.802476190474065
438,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 19:30:00,2022-06-03 19:45:00,2022-06-03 19:30:20,2022-06-03 19:44:50,30,195.51780827209532,6.231619047617454,6.867142857141085
439,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 19:45:00,2022-06-03 20:00:00,2022-06-03 19:45:20,2022-06-03 19:59:50,30,195.47932102068964,6.14638095237093,6.8962857142889105
440,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 20:00:00,2022-06-03 20:15:00,2022-06-03 20:00:20,2022-06-03 20:14:50,30,200.7441431529865,6.333047619051792,7.0094285714173985
441,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 20:15:00,2022-06-03 20:30:00,2022-06-03 20:15:20,2022-06-03 20:29:50,30,203.5292816440625,6.386190476179835,7.052952380959566
442,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-03 20:30:00,2022-06-03 20:45:00,2022-06-03 20:30:20,2022-06-03 20:44:50,30,198.230238635982,6.178857142861846,6.957904761920998
