_id,vendor,is_managed
3a0fc537-95c0-4a73-b4b6-adc76fef158b,OpenShift,0
40013f2e-173a-40be-9b2b-88f1e17e5add,OpenShift,0
41102789-5a70-4270-9d4d-a748e168488c,OpenShift,0
41b3c5a4-24ee-4147-92c0-e2a88d3116d6,OpenShift,0
43505e5f-1152-4a50-b590-a930b1cacdd8,OpenShift,0
44153293-460a-425e-ac08-5db2b1a6cf60,OpenShift,0
49fa8ba7-2581-4e1d-a21b-a1e97d29869a,OpenShift,0
4a822ce1-1dc8-4d8b-a434-79a4b2fde85e,OpenShift,0
4e69351e-5d0a-4126-957f-c19d391d4ccd,OpenShift,0
50a3e44d-13bb-45f0-b4ab-7ad07ad51d50,OpenShift,0
53dbebea-ab2a-4022-bfb5-e4a654d4f1a1,OpenShift,0
55c7b779-d497-4ebc-afca-28bd8f2a2e90,OpenShift,0
5e731626-a4c4-4971-bc6f-7d55a86a5e7e,OpenShift,0
5e8ae757-cbe9-4f71-afca-dae55b9df54f,OpenShift,0
5fd5f32c-736f-4c49-ae56-b76fb49cacf3,OpenShift,0
61997ea7-8bda-4462-aa6a-fe8c0525f0eb,OpenShift,0
653cec3b-4aa7-43a4-8d8a-acd6049666ef,OpenShift,0
6cb88fd3-128f-4655-9469-5af30ca2b234,OpenShift,0
6cc2b1c1-32c5-4dc8-819c-e2168d47b8c7,OpenShift,0
6d820c6a-0b48-4dbf-8eee-0555c6a9b1ee,OpenShift,0
7382a9c4-c185-473a-9fc9-c79c2e55161a,OpenShift,0
75111546-3ee4-4c75-a329-f04d1eb93d0f,OpenShift,0
75cb3d80-6b89-4a9f-8ee0-7ea489a23396,OpenShift,0
787a1001-be37-4d55-8ef8-8ae10db8a716,OpenShift,0
7a6aab22-6dcc-4340-9451-442ed1b14adc,OpenShift,0
7b279883-a164-4c57-8183-5ccbde7081be,OpenShift,0
85500449-709c-4605-95c2-4609c599d9fb,OpenShift,0
878a1f40-9b7c-4ff1-98ff-2ad5ff8c7fff,OpenShift,0
89be8bb3-c5c3-4b31-b71a-933c8c78140d,OpenShift,0
8a78d4f5-3fe2-4b19-baca-113ba14af094,OpenShift,0
9394f3d4-0e73-495a-b29d-221fadffac27,OpenShift,0
95deaea6-d99d-4923-b221-4f204cd9c49c,OpenShift,0
96ff7fed-60db-43e1-918c-a9d339bd0c94,OpenShift,0
9c3311b9-c027-4b05-ab14-96373c43cb76,OpenShift,0
9cc4d38e-ffe9-4a2c-8878-a8e71191721d,OpenShift,0
9cf78c4d-a692-47e9-a9a1-2feec8a67224,OpenShift,0
9e07580f-d15c-43a5-ba88-17ec030706e5,OpenShift,0
a16d653e-f880-4685-b93c-9e806f777030,OpenShift,0
a40c8739-4a66-4d4a-b283-4fdaa7331040,OpenShift,0
a690cb65-3fa4-44db-a3b9-816411afb0a8,OpenShift,0
a9a228c1-fe25-4216-8c68-59c7e03bb09c,OpenShift,0
ae421fc1-7f17-4945-af72-fc7777d7dce8,OpenShift,0
af895e02-655d-4654-bd9e-672b3068ec14,OpenShift,0
b7c67593-9f9c-4a34-8fd4-e853ef599394,OpenShift,0
b9c88bec-96fa-4d6d-a663-af13904c0f63,OpenShift,0
bc597a45-cc91-4bba-8a8c-fee7f3bcf25e,OpenShift,0
c2c56a46-b60e-4774-a104-c13d46d314bb,OpenShift,0
c503f2ba-e290-4ba1-8189-a04263e1eb1c,OpenShift,0
c8482e1e-c75f-47ea-8c48-afe68cc6ecfd,OpenShift,0
ca6f5917-2f09-424e-9e80-46432601cd52,OpenShift,0
cf7ac814-d4a1-4abe-adc8-ca911946592e,OpenShift,0
d481ef3a-f8cb-4d2d-bfb2-683a4dc25562,OpenShift,0
d4f67c8e-8b6a-4076-adc7-c6d89c88015e,OpenShift,0
d53eed69-b948-4344-8ec8-53d7231a034a,OpenShift,0
d77a9e18-4b6f-458c-bed6-425d62ae9346,OpenShift,0
dbc5bd7e-eb5a-40a3-8fec-7a9835f0a5a0,OpenShift,0
e116ce32-8f60-4540-918d-deaa9dcabeb3,OpenShift,0
e18fdc90-bd41-4cf7-acd9-e59ac3f36eb9,OpenShift,0
e297ebe0-7410-41c7-93b4-d7f9a499314b,OpenShift,0
e3988b2a-2ded-4509-a904-0890c621093f,OpenShift,0
e481300d-b8eb-48cb-a2ea-819298e945b4,OpenShift,0
e6361417-0a9a-44ca-bfe8-02c53148e175,OpenShift,0
edd8114f-382b-4648-8664-4d49b336e45c,OpenShift,0
f192ddeb-38a3-42be-b1da-7b5bbafd2f36,OpenShift,0
f3b66010-e241-4729-b6d9-cfc7eaf5cd13,OpenShift,0
f4c5a7a6-2b8f-4e22-aaaa-955856f93bd1,OpenShift,0
f8479116-f4f8-46ee-b36b-f5582cd6a80a,OpenShift,0
fd450f6c-8754-435c-965d-1e187d65d269,OpenShift,0
ffd9774c-27bc-4110-9257-63d102452d95,OpenShift,0
026a21c4-23c3-45d8-b183-af19b1f3d1eb,OpenShift,0
065d8037-1c2c-46ef-94cc-a0177999f817,OpenShift,0
09b68213-85b4-4068-8836-9ff87494b575,OpenShift,0
0b28c994-03b0-4e50-a3c8-ad45be78062d,OpenShift,0
0c482c5b-a630-425e-8ef5-b72bc6cb4c0d,OpenShift,0
0d2583e0-44aa-4709-b6bf-8be5d64d3ed9,OpenShift,0
1020420e-6200-4465-85d4-aceaf1c00d88,OpenShift,0
12b461e7-dd48-4960-b388-d819b93f84d0,OpenShift,0
16e02c13-cf88-4713-b12d-ccfc0720b781,OpenShift,0
19421ba6-7de8-4fcc-adb8-179bdb42f332,OpenShift,0
1a623db6-aa9b-42c9-bb33-0d067a9f8453,OpenShift,0
1ab1d34c-0bb4-4661-bff5-2ea309a49cb4,OpenShift,0
21a5a690-1067-4ba3-b581-f04cf7accf98,OpenShift,0
2213b8cd-8f58-40aa-92e1-6cb316d78e35,OpenShift,0
231fe617-aa2c-4a67-b1ee-7549daed19cd,OpenShift,0
282a4746-888d-4cbc-b5ab-ff54c3ac618f,OpenShift,0
2d9fe06a-c9a2-4bc0-8e4b-eebcc91a8cdb,OpenShift,0
31c5842f-58b9-456c-a6ee-c050b1e8b9db,OpenShift,0
3242d4a1-245e-4d06-957e-e1f9a635b7b1,OpenShift,0
36d459e7-f67f-4b42-95bf-bb77c0d58652,OpenShift,0
36fa0b96-c304-4a1a-9646-d4d28576f03c,OpenShift,0
379a46f6-c99b-4c1a-bdaa-b74f24670f13,OpenShift,0
3831a5fb-6e80-47f1-8ef6-5a11e2567b56,OpenShift,0
38ce5d26-92dd-4409-bae2-ed130c577655,OpenShift,0
3c2e6056-8bb8-4006-a318-d67de35ada71,OpenShift,0
3c6af967-3d5e-4549-a3b2-76edafde1dba,OpenShift,0
3e05894e-c83b-4a07-857a-7ea126b45ae6,OpenShift,0
3f33f80e-7b6f-467e-86bc-434747eefec2,OpenShift,0
4112c15f-922c-44c8-82e5-b2686f1ffa03,OpenShift,0
4446842d-4c3c-469a-a780-ad2af4b25bfe,OpenShift,0
44be8bb2-2609-4257-853d-3b093682f823,OpenShift,0
4567c30d-3c9e-4faf-be45-8f40a3b265be,OpenShift,0
45e286db-b01e-482b-a076-e8550e4a342d,OpenShift,0
4d30706b-f7f4-485a-ae41-2161d42b357d,OpenShift,0
4dea2cbb-fba8-4dca-b2cf-dc681b9579c2,OpenShift,0
4e24d7f4-53de-4d89-8f54-540537a3889d,OpenShift,0
524984e2-bdbc-4cb8-adf0-c4387333dc22,OpenShift,0
5291e6f3-71d3-48d6-aa4c-3b7ada4b3b33,OpenShift,0
533be889-d1c1-4524-b91a-c19778e82078,OpenShift,0
552aa701-1596-4386-aa87-22384ff5a127,OpenShift,0
566db980-6d4c-48aa-b396-58fbf31c83ff,OpenShift,0
58f8b2cd-b2ce-4cad-b895-76cfd2823baa,OpenShift,0
5ca9cd42-695f-48c1-b8f3-f10735f3eb6b,OpenShift,0
5d9e1d10-6bec-41b8-93c6-f3edac9ef657,OpenShift,0
5dced8db-7b44-4ae0-becd-eb8a91b6806f,OpenShift,0
5ea0da6b-a2c0-4156-b5e4-91cf18d7cde9,OpenShift,0
634ed0dd-7494-478b-afe7-eda5702a9f15,OpenShift,0
65a9a232-4fae-41fa-b4a3-ba255551dfa0,OpenShift,0
672e355e-f7a6-46f0-896a-563d46277789,OpenShift,0
69f39451-1955-45dc-aaed-7eb7e053919f,OpenShift,0
6a999eef-8fef-4fdb-87b6-3963bdb9f4be,OpenShift,0
6e78ed38-9744-4dc0-8b1a-409fd5ec511b,OpenShift,0
6ef4d5be-3320-485a-928d-4372f62fe9dc,OpenShift,0
6f1d4c94-75ab-464a-b301-c0ac8cccc886,OpenShift,0
70fb8499-fac6-4cbb-a374-771f02582475,OpenShift,0
73a6a8aa-fd29-400e-8bff-4b24b36e5d27,OpenShift,0
74876925-f520-4266-9ce0-1f9c9ae317fe,OpenShift,0
75fbb628-d958-43ad-9818-857d1a6131ad,OpenShift,0
77ae0687-7db8-4d8d-970a-f8d4e1a0bda2,OpenShift,0
7a41b471-b1c3-4714-b79a-447b1de882fc,OpenShift,0
7fd8118f-dacf-4929-8dcd-7aef711c0ea9,OpenShift,0
8126419f-1415-480a-b4b2-318c63c670e8,OpenShift,0
85f66eee-1ce1-40ca-a988-b880edba656e,OpenShift,0
86cf75f1-3621-4ffd-bb1b-19c605c19d04,OpenShift,0
8bcbfdd3-15e5-4932-8f84-0a5f6f922caa,OpenShift,0
8cfcc8ea-5a95-4c0a-843b-0227f849578d,OpenShift,0
8dbf1e49-7919-421a-9bab-0e55d81a07a0,OpenShift,0
9b7b3df1-5f50-4a10-af5c-136f8afd8e26,OpenShift,0
a3cb5c8d-6d88-4120-b395-5772ac64fab2,OpenShift,0
a5316563-1ffc-4163-aaf6-73de8199bd90,OpenShift,0
aefec0e5-9696-4022-a470-49be87fb492f,OpenShift,0
b1133ad2-1cd6-44be-8985-8813abc96bf3,OpenShift,0
b8d5e8e3-6bf1-481e-a595-5b6d093e268e,OpenShift,0
bc573a3b-5ea1-4cf6-8cfe-49f5672aa6a4,OpenShift,0
bc78b28b-8cc2-410f-9e2d-f5b440e915a6,OpenShift,0
c19773bb-8ab6-459b-b303-4b8702c0450e,OpenShift,0
ccc8d9e2-afdb-40ef-8caf-2f740d7dc09c,OpenShift,0
cf85c5a2-3200-4d58-8257-306480e52270,OpenShift,0
cfd71ad1-28e0-4bca-9cb6-996dbdc94b70,OpenShift,0
d24f239d-c22b-4d75-b065-86879b217dee,OpenShift,0
d25c05cf-c921-4e84-a109-b4b8bbcf2a96,OpenShift,0
d2cb38e5-7c11-4c61-8e9c-3146f9ccf7b3,OpenShift,0
d711c11c-e15e-4c07-9a3f-58a4810ab3fd,OpenShift,0
da8ecbca-6763-4801-8ec2-3a2b3b301e77,OpenShift,0
df02d959-87cb-4580-a7fd-54a53ea79c09,OpenShift,0
df1e5497-00b3-4595-8e9e-f99b24bcda96,OpenShift,0
e2e6b737-8e73-4446-bc4e-359e3bd94986,OpenShift,0
e4b2dd3d-92de-494b-9a79-6e91691dd538,OpenShift,0
e5fc9cae-b13b-42db-872b-7b41aeadbec9,OpenShift,0
ea91748f-ed6d-4cde-a082-44a0d07d9fb7,OpenShift,0
ef688360-faaf-4fa8-b51e-21713419740d,OpenShift,0
efee15f3-458d-425f-9f12-642b75725aa8,OpenShift,0
f8003ad9-887b-4d24-98f6-d739c35978ad,OpenShift,0
f870588f-cdf9-4fc8-961a-b74752fc9060,OpenShift,0
f8972efd-7686-45b3-88bc-ac7ed623ee4e,OpenShift,0
fc13ad4f-a4c5-47cc-8884-0d5c392d1bea,OpenShift,0
03d992ef-768d-47c3-a671-c0cbf458df26,OpenShift,0
0497463d-c7e5-42d0-baf2-5fe4f7ca124a,OpenShift,0
05ad7f64-2d1a-4eaa-b4cf-74ccda2b932f,OpenShift,0
0cf83ae7-825b-4925-ab75-1027a1734cb1,OpenShift,0
0eb9b923-0d9e-4c05-97da-77e957ff234b,OpenShift,0
11479a1e-2b9c-4ff7-8c53-94c25a3aebbe,OpenShift,0
1863ddc4-f4a9-4b92-b530-7cc6d939d546,OpenShift,0
1a47b233-3610-4ad0-9b73-65733de59901,OpenShift,0
27c867a9-396b-4125-aebe-2546737fdcee,OpenShift,0
28abac1c-10da-46af-9336-b58f9e84953a,OpenShift,0
29b5acf4-1f76-48fb-afd7-02889de6342e,OpenShift,0
2d290051-f630-476b-a084-40159ed30799,OpenShift,0
3079d6bc-4402-4ea6-8ffc-6aa27408894f,OpenShift,0
35a566ca-a20c-4b31-887d-f99540ef516c,OpenShift,0
392f4245-af4b-4af5-bbef-af963d43cfdb,OpenShift,0
3996b9af-201c-430a-8aef-7b6217e557f5,OpenShift,0
3bd7a85e-473b-4496-8e7e-2cfe375466f8,OpenShift,0
3bec7f3b-cc7a-49da-91c8-d7e4f9c4b5f4,OpenShift,0
3fcdf8e0-7c10-46ec-ab63-51b79127103e,OpenShift,0
4416dbc0-a351-4c0a-82b7-0697c4d6e80d,OpenShift,0
45862500-75d4-4246-8ce0-e068c8a0bdd5,OpenShift,0
496747e0-74aa-4efd-b63c-f7656dfa7e2f,OpenShift,0
4b6c804c-e02d-42d2-9f59-88709cc5719a,OpenShift,0
4bd97c62-9847-465d-8015-5f8a0b499a53,OpenShift,0
4c6168f7-b1a3-4cb9-b8b8-91c0f9d09f5c,OpenShift,0
4ed82935-0a7e-4077-820a-c6af911e2b60,OpenShift,0
4ff3aa81-3e6c-468b-bb93-9b3002772403,OpenShift,0
5219d562-23f7-4bee-8302-18ee947340cd,OpenShift,0
5283acd1-d963-484a-ad1f-788a474969b9,OpenShift,0
52a17a52-6bb2-4853-b05a-818ea864c504,OpenShift,0
53fab2e4-8679-47ac-b5d1-f717ac78c4f2,OpenShift,0
55442b47-a5b3-4d18-8ba7-132307021fbb,OpenShift,0
578f4952-acc7-4747-b02d-24799c94c038,OpenShift,0
5ab04102-34a4-470a-a1a5-e13068303ff8,OpenShift,0
5bcf8862-080c-43d5-a952-252724cc04cd,OpenShift,0
5c59c3bd-766f-4bf5-baf9-aa9b32879046,OpenShift,0
5eeb70d7-87de-4d75-8380-52301a527fda,OpenShift,0
61117c8b-21ec-4029-9c9c-7af5912c9de7,OpenShift,0
67d46d5e-7bee-4c3c-a891-b615699ab957,OpenShift,0
6d98eb7d-3cbf-45b7-855f-4923abe1f343,OpenShift,0
6fcb21a2-a0e2-4c57-b32c-eb731ea56c54,OpenShift,0
734aa5f0-5f6c-42ef-acf4-5e6716e30ebf,OpenShift,0
750b9883-3adc-4ad6-bfaf-851526c67c1a,OpenShift,0
751627e0-d88b-479e-9e41-78cd8ff7bb1b,OpenShift,0
773c9003-a163-46d6-8d2f-52ab02acfdc1,OpenShift,0
784389fe-b1f5-45ea-a4a1-3b527e7dd776,OpenShift,0
7fc3ef02-3326-49e1-abbf-50b02669928e,OpenShift,0
94e9c91a-de1d-4b73-9740-9bded35c8812,OpenShift,0
95b82306-ce65-4c37-998a-43da059091f0,OpenShift,0
95e63f4f-2dfb-488c-a9f2-137b09008e02,OpenShift,0
975384b7-49ad-41a8-bd23-4e8b1232589a,OpenShift,0
97714454-8691-4bdc-96c4-7c418e5f58cf,OpenShift,0
9784dff9-6e59-4057-b9a8-e58371b33286,OpenShift,0
98032e83-d5ec-4ee2-a6f2-59dce394f1db,OpenShift,0
a06b0234-c377-4f92-8f91-123d969f9cba,OpenShift,0
a415d968-d7fc-4af5-84fd-83f8d8635f4b,OpenShift,0
a4752379-6fa4-43bc-9ae7-956e97da1c2c,OpenShift,0
a9215e64-af2f-4ddc-80ae-63180d095b02,OpenShift,0
ae510b6c-9f01-4517-ba29-c5f30d5b5d83,OpenShift,0
b132ed2e-69cb-46cc-b06a-701c5d0b3f8e,OpenShift,0
b3b39c2c-0a20-4156-b492-4c68d416e1e5,OpenShift,0
b5c61634-9331-4248-9d8e-360f29b2c3d1,OpenShift,0
b7c43f94-bdab-4379-a829-93514eeec121,OpenShift,0
c1ef115e-b4bc-4569-9ff4-fdd44e3e8f2b,OpenShift,0
c32536d5-1696-4cc5-becf-08dd0ffcdad2,OpenShift,0
c4fcd7f5-b784-4b4e-98a2-a50ecca38f74,OpenShift,0
c5953b93-dfec-4eaa-b476-2481077e128b,OpenShift,0
c70b8d7e-6e2a-4399-9a66-893f0e00bea1,OpenShift,0
c8641af8-6948-420a-a835-2fc7e70145c0,OpenShift,0
c875e106-8ec3-4db6-ba46-9144c60f2123,OpenShift,0
c8aebc91-8602-49dd-a486-adcea6a12a6a,OpenShift,0
cb9c0816-155f-445b-8558-2ec1d49a474d,OpenShift,0
cd381067-ea96-41d3-ace0-7674579ce53d,OpenShift,0
ce4d0b96-3115-4d06-993f-d64197808356,OpenShift,0
ce65b5c2-c631-43d4-9edd-526205cabbf5,OpenShift,0
cedd87d1-ec82-44fc-86a6-872caaadfefc,OpenShift,0
d08dd862-23b7-4d61-b35e-a157aef59587,OpenShift,0
d709118d-f2a6-420b-b320-9fae08451980,OpenShift,0
e5d1f88a-c7ac-4368-adbe-72883919f7fa,OpenShift,0
e6867f30-48a6-43ed-8518-47cb12e6cea5,OpenShift,0
e736dedd-52c2-494b-8c85-7a76f004cfc5,OpenShift,0
e75edaed-35db-4847-9198-5e864a0e33db,OpenShift,0
e761c56d-19f7-443b-8d5b-60a8b3956052,OpenShift,0
e7c866da-4db4-44d9-b1db-117a3de262cb,OpenShift,0
eb441f7d-ebf5-446e-bb95-c2694b708f43,OpenShift,0
efac5e3b-7b03-43bf-8fed-317fa44d58f2,OpenShift,0
f6ec3b72-7e2e-4b32-a14d-71d0adb783bf,OpenShift,0
f7f794b6-fe90-4c46-8763-52d0dae2096d,OpenShift,0
fa3d41d5-b913-476d-99b3-343fefd24591,OpenShift,0
fe8a2962-8d8e-4d33-8b55-33fcb45e3d85,OpenShift,0
014626b6-42ec-4886-a5ea-0f1de7a40569,OpenShift,0
0454f2dd-a56a-4d71-929b-b4a02dbf9365,OpenShift,0
05c37e1f-4e42-48ac-9169-926c006e67af,OpenShift,0
0e13a86e-2a48-40be-8753-1c51003c5875,OpenShift,0
10a760c1-7947-4d4f-b442-97b544ef7b8a,OpenShift,0
119f2d7c-d8d6-436d-b5d9-16cc1e1b007c,OpenShift,0
17a50320-600b-4206-bb44-ca7978088e5e,OpenShift,0
1ce75adc-1354-4050-90f9-ef89f4a0670d,OpenShift,0
1dd156d5-4b76-4e23-a0c3-99df5d6fd6fe,OpenShift,0
1e0f202a-17bb-4696-82bc-0d9ae4f251ad,OpenShift,0
211bf362-a6a7-4821-af39-b7c98e7c5ab3,OpenShift,0
25251371-d873-4ab8-a1c6-fd0b62a09f54,OpenShift,0
2d10d878-0677-45b7-8012-0dc0b268b8bb,EKS,0
30d2cf2b-76de-4be5-a10b-3d5423aea1cb,OpenShift,0
32219531-2107-4d15-a498-d4916e0856c9,OpenShift,0
32be5ebd-a5b1-45dc-a984-b438512dcc8f,OpenShift,0
33985cef-f532-4c18-a857-1c848e9f6e0c,OpenShift,0
340b69a1-1297-4966-8758-6228f49505d3,OpenShift,0
36191fb1-6e55-4346-a1c3-c1ca98302ecf,OpenShift,0
38f0eb3c-c308-4810-9371-eb731755f852,OpenShift,0
39506724-3339-428e-bad9-a8d7523c8067,OpenShift,0
39d18598-d5fe-4de3-a0d7-9578d4cdd525,OpenShift,0
4707ff9e-6824-44e0-ae18-563660f87d56,OpenShift,0
4a6009db-e9c0-457f-baa6-29d033ea4086,OpenShift,0
4cf7cc9c-dfbd-4a8f-b5fa-1f609ff02b55,OpenShift,0
506a4766-a776-4a28-9663-0fb7fe1b34a1,OpenShift,0
55b1a3d2-527d-4d8b-bdb7-19aa4e7bde9c,OpenShift,0
576e3d03-5178-4fb0-99ef-51ecb11cb61b,OpenShift,0
5b04b46c-080e-4cd2-8aa9-235e4a54dc9f,OpenShift,0
5d9f1be2-0263-4bc3-95ce-afc25c574a59,OpenShift,0
5e866172-3a95-43ea-9a62-bf73ea4a886f,OpenShift,0
5f271f15-b4d7-4d14-8ee7-7baf68f281c9,OpenShift,0
626971fe-d10d-48fa-9cf5-d80f0f59160d,OpenShift,0
67ac1986-4eab-4dd3-8cd0-14d649bc8cd3,OpenShift,0
6b26fd95-24c2-469c-b9ab-e517bd5ec63b,OpenShift,0
6fa02b78-b7ad-4202-891c-4f6cf6d83276,OpenShift,0
700b89e6-1cb6-4bc0-b8c4-4b0d92d43818,OpenShift,0
7162ba59-ef46-439a-892c-94e165460a58,OpenShift,0
73ba10a6-03ce-4626-b7c8-f6f8f6ca1ab7,OpenShift,0
7755eae6-ea5b-4b5c-8fc5-18d90f912012,OpenShift,0
77713ac9-25c6-4168-a890-5077f70011a8,OpenShift,0
7ddae443-85df-4fb6-94ef-bdba5ba5fdeb,OpenShift,0
7e14cb1a-d6f1-460b-b1ef-29d08de19260,OpenShift,0
81a17f85-ad74-4d92-9252-80681e0d5607,OpenShift,0
82cbf0a4-d9c7-41ca-9d4b-75c61b2a0ca6,OpenShift,0
83a810aa-363f-45d4-9a3d-871ccc8cbfd3,OpenShift,0
865c94b5-ba1d-42f7-9433-676acdd5254b,OpenShift,0
8d204e47-63c9-4434-9de6-0b31848bf8e7,OpenShift,0
8e78b536-1b70-464a-a323-d77c5f98cd27,OpenShift,0
9015cbbd-935f-46e0-afeb-71f4e330222b,OpenShift,0
90b69841-9a21-4e9a-a25f-8178296fca25,OpenShift,0
967a7ba8-a172-49f6-b8ef-967f493e1f3e,OpenShift,0
9d422bea-69f6-441a-9e2f-f94713cfa10a,OpenShift,0
9d570f88-7ee4-4f61-8369-acd4c98e191c,OpenShift,0
9e6cfaa1-dd29-4858-8224-5dde4e7c6155,OpenShift,0
a29c4aa6-5757-47a4-b9f2-e8bb4b7239ad,OpenShift,0
a6f6174f-4e79-40a2-84f0-15bd4ef3d9f0,OpenShift,0
a8bc88c8-4427-448d-a249-33f516960245,OpenShift,0
b106b063-b799-4b36-8f58-be5ff4f98661,OpenShift,0
b419613e-2d86-4bae-bbfd-53efecd1686d,OpenShift,0
b44537d7-c7f4-451b-8aee-1b4fd5cce260,OpenShift,0
b67d0f44-d9d0-478d-8304-b43532483db0,OpenShift,0
be802997-4e2b-42b1-a7e0-966ebee36ff4,OpenShift,0
bfd89769-f7cd-4eac-a4ea-111181056f6f,OpenShift,0
c0ba447e-d8ed-4a5a-9b33-76c0af852837,OpenShift,0
c1092a85-52b3-4520-ba9c-74271bff3f60,OpenShift,0
c448e4be-6fb3-469a-8449-0429056157d4,OpenShift,0
c4d2067f-1b0b-4da8-9fe8-8f59cd24b645,OpenShift,0
c4d880b8-1ffd-4568-a0af-94527767326f,OpenShift,0
c56dc262-e6f3-4de1-ab38-1eaa45842b32,OpenShift,0
cc022dc9-5ce7-41af-b57f-72c1beadcddd,OpenShift,0
cdd9d2df-5a8f-4a2b-a7ed-2b6e679c9194,OpenShift,0
d3534b3a-438f-40bb-9dc6-515a215aefab,OpenShift,0
d4fd61fc-0606-416c-b45e-9a3f079236c0,OpenShift,0
d5a85bea-2fc9-420e-bafc-b0e8bdeac85e,OpenShift,0
d658a112-0181-438d-b6a8-1a23c8c51423,OpenShift,0
d7ad748d-1c5b-4edb-93ae-5e45abb68c13,OpenShift,0
d7ef996c-44f8-4e8c-a1d8-7f720c455c43,OpenShift,0
e2b053f3-82d2-48dc-b078-5ac3926c0bfc,OpenShift,0
e2f2b39b-051a-4ed5-8d55-3936b4ac560c,OpenShift,0
e3629ba6-651f-4637-86f5-04827e2549f7,OpenShift,0
e7342086-542a-4d34-862b-aa039af352c1,OpenShift,0
f214f380-ab59-47bc-beed-1fce2f7a8552,OpenShift,0
f59d5167-1072-464d-a7d4-f404879d4dc1,OpenShift,0
f5ab00fe-6115-4254-9c1c-5f61dd38eb93,OpenShift,0
f85d66e6-c20b-4e66-abaa-039888e23093,OpenShift,0
f897b489-afce-4269-a5f4-b5cbf027f154,OpenShift,0
ff7a952f-7a7d-476e-a823-acf161909f1f,OpenShift,0
0095bb90-b036-425e-b339-59b55685a477,OpenShift,0
017402be-2a8c-4926-bc1c-27081c008065,OpenShift,0
