timestamp,Cpu_usage,Memory_usage(bytes),Memory_capacity(bytes),Memory_usage,year,month,day,hour,minute,second,api_server_requests
2022-05-24 23:22:30,10.844190476193937,79669047296.0,99329359872.0,80.20694726983531,2022,5,24,23,22,30,21.0
2022-05-24 23:23:30,10.598054904124718,79577206784.0,99329359872.0,80.11448668001741,2022,5,24,23,23,30,22.0
2022-05-24 23:24:30,10.608095238092803,79552892928.0,99329359872.0,80.09000866462364,2022,5,24,23,24,30,22.0
2022-05-24 23:25:30,10.828380952378561,79109222400.0,99329359872.0,79.64334261485574,2022,5,24,23,25,30,21.0
2022-05-24 23:26:30,10.618476190474553,77982957568.0,99329359872.0,78.50947360225831,2022,5,24,23,26,30,21.0
2022-05-24 23:27:30,10.513333333336886,77729476608.0,99329359872.0,78.25428121973752,2022,5,24,23,27,30,19.0
2022-05-24 23:28:30,10.887714285721692,77845639168.0,99329359872.0,78.37122807225897,2022,5,24,23,28,30,19.0
2022-05-24 23:29:30,10.87009523809289,77851324416.0,99329359872.0,78.37695170523851,2022,5,24,23,29,30,19.0
2022-05-24 23:30:30,10.841809523805226,78584610816.0,99329359872.0,79.11518902091733,2022,5,24,23,30,30,31.0
2022-05-24 23:31:30,11.425999999996492,79576350720.0,99329359872.0,80.11362483614657,2022,5,24,23,31,30,31.0
2022-05-24 23:32:30,10.734380952384146,79021023232.0,99329359872.0,79.55454795423007,2022,5,24,23,32,30,33.0
2022-05-24 23:33:30,10.86600000000049,78726348800.0,99329359872.0,79.25788397453692,2022,5,24,23,33,30,33.0
2022-05-24 23:34:30,10.89838095239275,78637408256.0,99329359872.0,79.16834293237717,2022,5,24,23,34,30,38.0
2022-05-24 23:35:30,10.608380952386543,78653411328.0,99329359872.0,79.18445405201051,2022,5,24,23,35,30,38.0
2022-05-24 23:36:30,10.709904761904008,78763106304.0,99329359872.0,79.29488965346948,2022,5,24,23,36,30,31.0
2022-05-24 23:37:30,10.860040362317388,78433472512.0,99329359872.0,78.96303027933803,2022,5,24,23,37,30,22.0
2022-05-24 23:38:30,10.538857142857854,78368546816.0,99329359872.0,78.89766622576549,2022,5,24,23,38,30,23.0
2022-05-24 23:39:30,10.934190476187952,78766010368.0,99329359872.0,79.29781332478252,2022,5,24,23,39,30,41.0
